ExtractID,ExtractDate,ExtractedBy,ExtractType,ExtractKit,SampleID,ExtractConcentration,ExtractBox,ExtractNotes
HDZ-328-E1,6/28/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-328,34,HDZ Loris DNA Extracts Box 3,
HDZ-240-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-240,36,HDZ Loris DNA Extracts Box 4,
HDZ-241-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-241,53,HDZ Loris DNA Extracts Box 4,
HDZ-242-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-242,46,HDZ Loris DNA Extracts Box 4,
HDZ-243-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-243,100,HDZ Loris DNA Extracts Box 4,
HDZ-244-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-244,62,HDZ Loris DNA Extracts Box 4,
HDZ-245-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-245,42,HDZ Loris DNA Extracts Box 4,
HDZ-246-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-246,29,HDZ Loris DNA Extracts Box 4,
HDZ-247-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-247,39,HDZ Loris DNA Extracts Box 4,
HDZ-248-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-248,42,HDZ Loris DNA Extracts Box 4,
HDZ-249-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-249,34,HDZ Loris DNA Extracts Box 4,
HDZ-250-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-250,38,HDZ Loris DNA Extracts Box 4,
HDZ-251-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-251,45,HDZ Loris DNA Extracts Box 4,
HDZ-252-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-252,57,HDZ Loris DNA Extracts Box 4,
HDZ-253-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-253,32,HDZ Loris DNA Extracts Box 4,
HDZ-254-E1,7/10/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-254,41,HDZ Loris DNA Extracts Box 4,
HDZ-351-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-351,1.84,HDZ Loris DNA Extracts Box 4,
HDZ-352-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-352,22,HDZ Loris DNA Extracts Box 4,
HDZ-353-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-353,0.422,HDZ Loris DNA Extracts Box 4,
HDZ-354-E1,7/10/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-354,34,HDZ Loris DNA Extracts Box 4,
HDZ-317-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-317,11,HDZ Loris DNA Extracts Box 4,
HDZ-318-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-318,18,HDZ Loris DNA Extracts Box 4,
HDZ-319-E1,7/11/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-319,26,HDZ Loris DNA Extracts Box 4,
HDZ-336-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-336,52,HDZ Loris DNA Extracts Box 4,
HDZ-337-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-337,43,HDZ Loris DNA Extracts Box 4,
HDZ-338-E1,7/11/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-338,69,HDZ Loris DNA Extracts Box 4,
HDZ-258-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-258,37,HDZ Loris DNA Extracts Box 4,
HDZ-259-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-259,52,HDZ Loris DNA Extracts Box 4,
HDZ-260-E1,7/12/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-260,15,HDZ Loris DNA Extracts Box 4,
HDZ-332-E1,7/12/2024,EK,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-332,27,HDZ Loris DNA Extracts Box 4,
HDZ-333-E1,7/12/2024,EK,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-333,69,HDZ Loris DNA Extracts Box 4,
HDZ-335-E1,7/12/2024,EK,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-335,28,HDZ Loris DNA Extracts Box 4,
HDZ-262-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-262,38,HDZ Loris DNA Extracts Box 4,
HDZ-263-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-263,73,HDZ Loris DNA Extracts Box 4,
HDZ-264-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-264,45,HDZ Loris DNA Extracts Box 4,
HDZ-265-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-265,59,HDZ Loris DNA Extracts Box 4,
HDZ-266-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-266,40,HDZ Loris DNA Extracts Box 4,
HDZ-267-E1,7/15/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-267,34,HDZ Loris DNA Extracts Box 4,
HDZ-255-E1,7/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-255,34,HDZ Loris DNA Extracts Box 4,Possibly contaminated
HDZ-256-E1,7/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-256,35,HDZ Loris DNA Extracts Box 4,Possibly contaminated
HDZ-257-E1,7/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-257,26,HDZ Loris DNA Extracts Box 4,Possibly contaminated
HDZ-341-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-341,57,HDZ Loris DNA Extracts Box 4,
HDZ-342-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-342,47,HDZ Loris DNA Extracts Box 4,
HDZ-343-E1,7/18/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-343,51,HDZ Loris DNA Extracts Box 4,
HDZ-349-E1,7/19/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-349,86,HDZ Loris DNA Extracts Box 4,
HDZ-350-E1,7/19/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-350,8.4,HDZ Loris DNA Extracts Box 4,
HDZ-355-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-355,33,HDZ Loris DNA Extracts Box 4,
HDZ-356-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-356,31,HDZ Loris DNA Extracts Box 4,
HDZ-357-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-357,13,HDZ Loris DNA Extracts Box 4,
HDZ-358-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-358,48,HDZ Loris DNA Extracts Box 4,
HDZ-359-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-359,33,HDZ Loris DNA Extracts Box 4,
HDZ-360-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-360,48,HDZ Loris DNA Extracts Box 4,
HDZ-361-E1,7/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-361,68,HDZ Loris DNA Extracts Box 4,
HDZ-001-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-001,39,HDZ Loris DNA Extracts Box 4,
HDZ-160-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-160,45,HDZ Loris DNA Extracts Box 4,
HDZ-164-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-164,18,HDZ Loris DNA Extracts Box 4,
HDZ-165-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-165,22,HDZ Loris DNA Extracts Box 4,
HDZ-166-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-166,9.1,HDZ Loris DNA Extracts Box 4,
HDZ-178-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-178,60,HDZ Loris DNA Extracts Box 4,
HDZ-189-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-189,68,HDZ Loris DNA Extracts Box 4,
HDZ-214-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-214,43,HDZ Loris DNA Extracts Box 4,
HDZ-415-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-415,98,HDZ Loris DNA Extracts Box 4,
HDZ-416-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-416,45,HDZ Loris DNA Extracts Box 4,
HDZ-417-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-417,57,HDZ Loris DNA Extracts Box 4,
HDZ-420-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-420,71,HDZ Loris DNA Extracts Box 4,
HDZ-421-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-421,34,HDZ Loris DNA Extracts Box 4,
HDZ-422-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-422,107,HDZ Loris DNA Extracts Box 4,
HDZ-423-E1,7/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-423,77,HDZ Loris DNA Extracts Box 4,
HDZ-424-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-424,43,HDZ Loris DNA Extracts Box 5,
HDZ-425-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-425,55,HDZ Loris DNA Extracts Box 5,
HDZ-426-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-426,41,HDZ Loris DNA Extracts Box 5,
HDZ-430-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-430,>100,HDZ Loris DNA Extracts Box 5,
HDZ-431-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-431,21,HDZ Loris DNA Extracts Box 5,
HDZ-432-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-432,40,HDZ Loris DNA Extracts Box 5,
HDZ-433-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-433,52,HDZ Loris DNA Extracts Box 5,
HDZ-434-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-434,55,HDZ Loris DNA Extracts Box 5,
HDZ-437-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-437,72,HDZ Loris DNA Extracts Box 5,
HDZ-438-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-438,25,HDZ Loris DNA Extracts Box 5,
HDZ-439-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-439,50,HDZ Loris DNA Extracts Box 5,
HDZ-440-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-440,52,HDZ Loris DNA Extracts Box 5,
HDZ-442-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-442,66,HDZ Loris DNA Extracts Box 5,
HDZ-443-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-443,45,HDZ Loris DNA Extracts Box 5,
HDZ-444-E1,8/6/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-444,51,HDZ Loris DNA Extracts Box 5,
HDZ-362-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-362,28,HDZ Loris DNA Extracts Box 5,
HDZ-363-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-363,39,HDZ Loris DNA Extracts Box 5,
HDZ-364-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-364,73,HDZ Loris DNA Extracts Box 5,
HDZ-365-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-365,55,HDZ Loris DNA Extracts Box 5,
HDZ-366-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-366,46,HDZ Loris DNA Extracts Box 5,
HDZ-367-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-367,47,HDZ Loris DNA Extracts Box 5,
HDZ-371-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-371,22,HDZ Loris DNA Extracts Box 5,
HDZ-372-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-372,26,HDZ Loris DNA Extracts Box 5,
HDZ-373-E1,8/7/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-373,11,HDZ Loris DNA Extracts Box 5,
HDZ-316-E1,8/8/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-316,79,HDZ Loris DNA Extracts Box 5,
HDZ-345-E1,8/8/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-345,69,HDZ Loris DNA Extracts Box 5,
HDZ-348-E1,8/8/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-348,33,HDZ Loris DNA Extracts Box 5,
HDZ-368-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-368,16,HDZ Loris DNA Extracts Box 5,
HDZ-369-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-369,20,HDZ Loris DNA Extracts Box 5,
HDZ-370-E1,8/8/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-370,55,HDZ Loris DNA Extracts Box 5,
HDZ-339-E1,8/9/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-339,76,HDZ Loris DNA Extracts Box 5,
HDZ-445-E1,8/15/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-445,91,HDZ Loris DNA Extracts Box 5,
HDZ-448-E1,8/15/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-448,99,HDZ Loris DNA Extracts Box 5,
HDZ-449-E1,8/15/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-449,9.8,HDZ Loris DNA Extracts Box 5,
HDZ-383-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-383,30,HDZ Loris DNA Extracts Box 5,
HDZ-384-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-384,41,HDZ Loris DNA Extracts Box 5,
HDZ-385-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-385,87,HDZ Loris DNA Extracts Box 5,
HDZ-386-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-386,33,HDZ Loris DNA Extracts Box 5,
HDZ-387-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-387,46,HDZ Loris DNA Extracts Box 5,
HDZ-388-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-388,63,HDZ Loris DNA Extracts Box 5,
HDZ-389-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-389,84,HDZ Loris DNA Extracts Box 5,
HDZ-390-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-390,18,HDZ Loris DNA Extracts Box 5,
HDZ-391-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-391,45,HDZ Loris DNA Extracts Box 5,
HDZ-392-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-392,7.3,HDZ Loris DNA Extracts Box 5,
HDZ-393-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-393,29,HDZ Loris DNA Extracts Box 5,
HDZ-394-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-394,52,HDZ Loris DNA Extracts Box 5,
HDZ-395-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-395,65,HDZ Loris DNA Extracts Box 5,
HDZ-396-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-396,30,HDZ Loris DNA Extracts Box 5,
HDZ-397-E1,8/19/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-397,80,HDZ Loris DNA Extracts Box 5,
HDZ-374-E1,8/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-374,56,HDZ Loris DNA Extracts Box 5,
HDZ-375-E1,8/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-375,36,HDZ Loris DNA Extracts Box 5,
HDZ-376-E1,8/22/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-376,48,HDZ Loris DNA Extracts Box 5,
HDZ-377-E1,8/22/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-377,38,HDZ Loris DNA Extracts Box 5,
HDZ-378-E1,8/22/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-378,14,HDZ Loris DNA Extracts Box 5,
HDZ-379-E1,8/22/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-379,57,HDZ Loris DNA Extracts Box 5,
HDZ-380-E1,8/22/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-380,15,HDZ Loris DNA Extracts Box 5,
HDZ-230-E1,8/23/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-230,28,HDZ Loris DNA Extracts Box 5,
HDZ-231-E1,8/23/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-231,33,HDZ Loris DNA Extracts Box 5,
HDZ-232-E1,8/23/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-232,28,HDZ Loris DNA Extracts Box 5,
HDZ-233-E1,8/23/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-233,35,HDZ Loris DNA Extracts Box 5,
HDZ-234-E1,8/23/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-234,72,HDZ Loris DNA Extracts Box 5,
HDZ-235-E1,8/23/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-235,41,HDZ Loris DNA Extracts Box 5,
HDZ-236-E1,8/23/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-236,49,HDZ Loris DNA Extracts Box 5,
HDZ-381-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-381,13,HDZ Loris DNA Extracts Box 5,
HDZ-382-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-382,9.7,HDZ Loris DNA Extracts Box 5,
HDZ-398-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-398,21,HDZ Loris DNA Extracts Box 5,
HDZ-399-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-399,40,HDZ Loris DNA Extracts Box 5,
HDZ-400-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-400,44,HDZ Loris DNA Extracts Box 5,
HDZ-401-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-401,30,HDZ Loris DNA Extracts Box 5,
HDZ-402-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-402,20,HDZ Loris DNA Extracts Box 5,
HDZ-403-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-403,4.08,HDZ Loris DNA Extracts Box 5,
HDZ-405-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-405,39,HDZ Loris DNA Extracts Box 5,
HDZ-406-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-406,38,HDZ Loris DNA Extracts Box 5,
HDZ-407-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-407,18,HDZ Loris DNA Extracts Box 5,
HDZ-408-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-408,63,HDZ Loris DNA Extracts Box 5,
HDZ-409-E1,8/23/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-409,30,HDZ Loris DNA Extracts Box 5,
HDZ-095-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-095,27,HDZ Loris DNA Extracts Box 6,
HDZ-237-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-237,54,HDZ Loris DNA Extracts Box 6,
HDZ-238-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-238,81,HDZ Loris DNA Extracts Box 6,
HDZ-239-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-239,39,HDZ Loris DNA Extracts Box 6,
HDZ-268-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-268,50,HDZ Loris DNA Extracts Box 6,
HDZ-269-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-269,1.83,HDZ Loris DNA Extracts Box 6,
HDZ-270-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-270,53,HDZ Loris DNA Extracts Box 6,
HDZ-271-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-271,51,HDZ Loris DNA Extracts Box 6,
HDZ-272-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-272,39,HDZ Loris DNA Extracts Box 6,
HDZ-273-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-273,24,HDZ Loris DNA Extracts Box 6,
HDZ-274-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-274,40,HDZ Loris DNA Extracts Box 6,
HDZ-344-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-344,28,HDZ Loris DNA Extracts Box 6,
HDZ-346-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-346,26,HDZ Loris DNA Extracts Box 6,
HDZ-347-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-347,32,HDZ Loris DNA Extracts Box 6,
HDZ-450-E1,8/26/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-450,60,HDZ Loris DNA Extracts Box 6,
HDZ-158-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-158,39,HDZ Loris DNA Extracts Box 6,
HDZ-159-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-159,22,HDZ Loris DNA Extracts Box 6,
HDZ-171-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-171,32,HDZ Loris DNA Extracts Box 6,
HDZ-172-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-172,76,HDZ Loris DNA Extracts Box 6,
HDZ-412-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-412,44,HDZ Loris DNA Extracts Box 6,
HDZ-413-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-413,72,HDZ Loris DNA Extracts Box 6,
HDZ-414-E1,8/27/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-414,88,HDZ Loris DNA Extracts Box 6,
HDZ-329-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-329,66,HDZ Loris DNA Extracts Box 6,
HDZ-330-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-330,45,HDZ Loris DNA Extracts Box 6,
HDZ-331-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-331,32,HDZ Loris DNA Extracts Box 6,
HDZ-334-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-334,37,HDZ Loris DNA Extracts Box 6,
HDZ-340-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-340,35,HDZ Loris DNA Extracts Box 6,
HDZ-441-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-441,44,HDZ Loris DNA Extracts Box 6,
HDZ-446-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-446,27,HDZ Loris DNA Extracts Box 6,
HDZ-447-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-447,58,HDZ Loris DNA Extracts Box 6,
HDZ-451-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-451,32,HDZ Loris DNA Extracts Box 6,
HDZ-452-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-452,9.3,HDZ Loris DNA Extracts Box 6,
HDZ-453-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-453,48,HDZ Loris DNA Extracts Box 6,
HDZ-454-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-454,72,HDZ Loris DNA Extracts Box 6,
HDZ-455-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-455,25,HDZ Loris DNA Extracts Box 6,
HDZ-456-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-456,39,HDZ Loris DNA Extracts Box 6,
HDZ-457-E1,8/28/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-457,66,HDZ Loris DNA Extracts Box 6,
HDZ-418-E1,8/30/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-418,63,HDZ Loris DNA Extracts Box 6,
HDZ-419-E1,8/30/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-419,76,HDZ Loris DNA Extracts Box 6,
HDZ-427-E1,8/30/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-427,91,HDZ Loris DNA Extracts Box 6,
HDZ-428-E1,9/4/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-428,32,HDZ Loris DNA Extracts Box 6,
HDZ-429-E1,9/4/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-429,28,HDZ Loris DNA Extracts Box 6,
HDZ-435-E1,9/4/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-435,79,HDZ Loris DNA Extracts Box 6,
HDZ-436-E1,9/4/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-436,78,HDZ Loris DNA Extracts Box 6,
HDZ-458-E1,9/4/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,HDZ-458,47,HDZ Loris DNA Extracts Box 6,
